NOMBRE|EDAD|VALORACION_GENERAL|POTENCIAL|EQUIPO_ACTUAL|CONTRATO|ID_JUGADOR|PIE_FAVORITO|MEJOR_POSICION|SRC_JUGADOR|EQUIPO|URL_EQUIPO|ID_EQUIPO|SRC_LOGO|SRC_FLAG|PJE_GLOBAL|PJE_ATAQUE|PJE_MEDIOCAMPO|PJE_DEFENSA|GRUPO|PUESTO|PTS|PJ|PG|PE|PP|DG|INSTANCIA_ALCANZADA|MEJOR_POSICION_DESC|PESO (KG)|ALTURA (CM)|ICM (KG/M^2)
D. Vukovic|37|68|68|SUB|2021 ~ 2023|181481|Derecho|GK|https://cdn.sofifa.net/players/181/481/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Portero|95|187|27.166919271354622
T. Deng|25|65|67|SUB|2022 ~ 2027|228310|Derecho|CB|https://cdn.sofifa.net/players/228/310/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Defensa Central|73|178|23.04002019946976
J. Cummings|26|67|68|SUB|2022 ~ 2024|219948|Izquierdo|ST|https://cdn.sofifa.net/players/219/948/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Delantero Centro|63|178|19.883853048857468
B. Wright|29|68|68|RES|2020 ~ 2024|198810|Derecho|CB|https://cdn.sofifa.net/players/198/810/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Defensa Central|79|184|23.334120982986768
J. King|21|66|77|RES|2022 ~ 2025|246005|Izquierdo|LB|https://cdn.sofifa.net/players/246/005/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Lateral Izquierdo|78|179|24.343809494085704
G. Kuol|17|60|82|RES|2022 ~ 2024|268460|Derecho|RM|https://cdn.sofifa.net/players/268/460/23_60.png|Australia|https://sofifa.com/team/1415/australia/|1415|https://cdn.sofifa.net/teams/1415/120.png|https://cdn.sofifa.net/flags/au.png|72|72|72|71|GRUPO D|11|6|4|2|0|2|-2|Octavos de final|Medio Derecho|68|175|22.20408163265306
K. Schmeichel|35|85|85|GK|2011 ~ 2023|163587|Derecho|GK|https://cdn.sofifa.net/players/163/587/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Portero|89|190|24.653739612188367
D. Wass|33|80|80|RB|2022 ~ 2023|172522|Derecho|RB|https://cdn.sofifa.net/players/172/522/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Lateral Derecho|74|181|22.587833094227893
S. Kjær|33|85|85|RCB|2020 ~ 2024|179645|Derecho|CB|https://cdn.sofifa.net/players/179/645/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Defensa Central|86|190|23.822714681440445
A. Christensen|26|83|87|LCB|2013 ~ 2023|213661|Derecho|CB|https://cdn.sofifa.net/players/213/661/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Defensa Central|81|192|21.97265625
J. Mæhle|25|80|83|LB|2021 ~ 2025|234678|Derecho|RWB|https://cdn.sofifa.net/players/234/678/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Carrillero Derecho|79|185|23.08254200146092
P. Højbjerg|26|85|87|RCM|2020 ~ 2025|213648|Derecho|CDM|https://cdn.sofifa.net/players/213/648/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Centro Defensivo|84|187|24.021275987303035
T. Delaney|30|83|83|LCM|2021 ~ 2025|193283|Izquierdo|CDM|https://cdn.sofifa.net/players/193/283/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Centro Defensivo|79|180|24.382716049382715
C. Eriksen|30|86|86|CAM|2022 ~ 2023|190460|Derecho|CAM|https://cdn.sofifa.net/players/190/460/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|76|181|23.198315069747565
A. Skov Olsen|22|79|86|RW|2022 ~ 2026|240017|Izquierdo|LM|https://cdn.sofifa.net/players/240/017/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Izquierdo|75|187|21.447567845806283
K. Dolberg|24|78|82|ST|2019 ~ 2024|228687|Derecho|ST|https://cdn.sofifa.net/players/228/687/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|84|187|24.021275987303035
M. Damsgaard|21|77|86|LW|2020 ~ 2024|241508|Derecho|CAM|https://cdn.sofifa.net/players/241/508/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|71|180|21.91358024691358
M. Braithwaite|31|77|77|SUB|2020 ~ 2024|193290|Derecho|LW|https://cdn.sofifa.net/players/193/290/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Extremo Izquierdo|73|180|22.530864197530864
A. Cornelius|29|77|77|SUB|2021 ~ 2025|201943|Izquierdo|ST|https://cdn.sofifa.net/players/201/943/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|91|195|23.931623931623932
M. Jensen|26|77|80|SUB|2019 ~ 2023|229723|Derecho|CM|https://cdn.sofifa.net/players/229/723/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Centro|68|180|20.98765432098765
J. Lindstrøm|22|75|84|SUB|2021 ~ 2026|245741|Derecho|CAM|https://cdn.sofifa.net/players/245/741/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|MEdio Centro Ofensivo|66|182|19.925129815239703
J. Andersen|26|80|83|SUB|2021 ~ 2026|224221|Derecho|CB|https://cdn.sofifa.net/players/224/221/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Defensa Central|90|192|24.4140625
R. Kristensen|24|77|82|SUB|2019 ~ 2025|233301|Derecho|RWB|https://cdn.sofifa.net/players/233/301/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Carrillero Derecho|70|187|20.0177299894192
O. Christensen|23|73|79|SUB|2021 ~ 2026|236758|Derecho|GK|https://cdn.sofifa.net/players/236/758/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Portero|82|190|22.714681440443215
J. Larsen|31|77|77|SUB|2022 ~ 2025|193133|Derecho|RB|https://cdn.sofifa.net/players/193/133/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Lateral Derecho|82|182|24.755464315903875
J. Wind|23|77|83|SUB|2022 ~ 2026|241522|Derecho|ST|https://cdn.sofifa.net/players/241/522/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|82|190|22.714681440443215
A. Bah|24|76|80|SUB|2021 ~ 2025|245235|Derecho|RB|https://cdn.sofifa.net/players/245/235/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Lateral Derecho|76|183|22.694018931589476
Y. Poulsen|28|77|77|SUB|2013 ~ 2024|207791|Derecho|ST|https://cdn.sofifa.net/players/207/791/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Delantero Centro|84|193|22.550940964858118
C. Nørgaard|28|78|79|SUB|2019 ~ 2025|210697|Derecho|CDM|https://cdn.sofifa.net/players/210/697/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Centro Defensivo|77|186|22.25690831309978
V. Nelsson|23|75|82|RES|2021 ~ 2026|235658|Derecho|CB|https://cdn.sofifa.net/players/235/658/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Defensa Central|78|185|22.79035792549306
R. Skov|26|74|75|RES|2019 ~ 2024|215449|Izquierdo|LM|https://cdn.sofifa.net/players/215/449/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Medio Izquierdo|81|183|24.187046492878256
F. Rønnow|29|75|75|RES|2021 ~ 2024|201269|Derecho|GK|https://cdn.sofifa.net/players/201/269/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos|Portero|80|190|22.1606648199446
B. Ben Said|29|69|71|GK|2022 ~ 2027|268823|Derecho|GK|https://cdn.sofifa.net/players/268/823/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Portero|73|193|19.597841552793366
M. Dräger|26|71|74|RB|2021 ~ 2024|242041|Derecho|RB|https://cdn.sofifa.net/players/242/041/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Lateral Derecho|74|178|23.355636914530994
Y. Meriah|28|71|72|RCB|2021 ~ 2023|241746|Derecho|CB|https://cdn.sofifa.net/players/241/746/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Defensa Central|85|183|25.381468541909282
D. Bronn|27|73|76|LCB|2020 ~ 2024|235565|Derecho|CB|https://cdn.sofifa.net/players/235/565/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Defensa Central|77|186|22.25690831309978
A. Maâloul|32|72|72|LB|2016 ~ 2024|218229|Izquierdo|LB|https://cdn.sofifa.net/players/218/229/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Lateral Izquierdo|72|175|23.510204081632654
E. Skhiri|27|79|80|CDM|2019 ~ 2023|225126|Derecho|CDM|https://cdn.sofifa.net/players/225/126/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Centro Defensivo|74|185|21.62162162162162
A. Laïdouni|25|73|78|RCM|2020 ~ 2023|233642|Derecho|CM|https://cdn.sofifa.net/players/233/642/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Centro|81|183|24.187046492878256
F. Sassi|30|75|75|LCM|2018 ~ 2027|218215|Derecho|CM|https://cdn.sofifa.net/players/218/215/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Centro|76|186|21.967857555786793
N. Sliti|29|74|74|RW|2019 ~ 2023|205257|Derecho|RW|https://cdn.sofifa.net/players/205/257/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Extremo Derecho|78|173|26.061679307694877
S. Jaziri|29|72|72|ST|2022 ~ 2027|268821|Derecho|ST|https://cdn.sofifa.net/players/268/821/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Delantero Centro|72|180|22.22222222222222
W. Khazri|31|75|75|LW|2018 ~ 2023|194845|Derecho|CAM|https://cdn.sofifa.net/players/194/845/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|MEdio Centro Ofensivo|82|176|26.47210743801653
Y. Msakni|31|71|71|SUB|2013 ~ 2027|218193|Derecho|LW|https://cdn.sofifa.net/players/218/193/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Extremo Izquierdo|73|175|23.836734693877553
T. Khenissi|30|70|70|SUB|2017 ~ 2027|218209|Derecho|CF|https://cdn.sofifa.net/players/218/209/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Media Punta|74|180|22.839506172839506
M. Ben Romdhane|22|69|76|SUB|2022 ~ 2027|268822|Derecho|CM|https://cdn.sofifa.net/players/268/822/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Centro|78|186|22.54595907041276
A. Abdi|28|71|71|SUB|2021 ~ 2026|252711|Izquierdo|LM|https://cdn.sofifa.net/players/252/711/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Izquierdo|73|177|23.301094832264035
W. Kechrida|26|70|71|SUB|2021 ~ 2023|264008|Derecho|RB|https://cdn.sofifa.net/players/264/008/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Lateral Derecho|75|184|22.152646502835537
M. Talbi|24|69|74|SUB|2021 ~ 2025|245410|Derecho|CB|https://cdn.sofifa.net/players/245/410/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Defensa Central|81|190|22.437673130193907
M. Hassen|27|68|71|SUB|2022 ~ 2026|209483|Derecho|GK|https://cdn.sofifa.net/players/209/483/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Portero|80|186|23.12406058503873
A. Dahmen|25|68|73|SUB|2022 ~ 2027|268825|Derecho|GK|https://cdn.sofifa.net/players/268/825/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Portero|83|188|23.48347668628339
B. Ifa|32|69|69|SUB|2022 ~ 2023|197366|Derecho|CB|https://cdn.sofifa.net/players/197/366/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Defensa Central|74|185|21.62162162162162
A. Slimane|21|69|77|SUB|2019 ~ 2024|255210|Derecho|CAM|https://cdn.sofifa.net/players/255/210/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|MEdio Centro Ofensivo|80|188|22.634676324128566
G. Chaaleli|28|68|68|SUB|2022 ~ 2025|241757|Derecho|CAM|https://cdn.sofifa.net/players/241/757/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|MEdio Centro Ofensivo|73|179|22.783308885490467
I. Jebali|30|67|67|SUB|2019 ~ 2024|235236|Derecho|CF|https://cdn.sofifa.net/players/235/236/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Media Punta|84|182|25.359256128486894
N. Ghandri|27|67|70|RES|2021 ~ 2023|220129|Derecho|CB|https://cdn.sofifa.net/players/220/129/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Defensa Central|96|196|24.989587671803417
H. Mejbri|19|65|84|RES|2020 ~ 2026|258171|Derecho|RM|https://cdn.sofifa.net/players/258/171/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Medio Derecho|70|177|22.34351559258195
A. Mathlouthi|37|67|67|RES|2022 ~ 2026|195834|Derecho|GK|https://cdn.sofifa.net/players/195/834/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos|Portero|84|182|25.359256128486894
Unai Simón|25|85|88|GK|2015 ~ 2025|230869|Derecho|GK|https://cdn.sofifa.net/players/230/869/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Portero|89|190|24.653739612188367
Carvajal|30|84|84|RB|2013 ~ 2025|204963|Derecho|RB|https://cdn.sofifa.net/players/204/963/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Lateral Derecho|73|173|24.3910588392529
A. Laporte|28|86|88|RCB|2018 ~ 2025|212218|Izquierdo|CB|https://cdn.sofifa.net/players/212/218/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Defensa Central|85|191|23.299799895836188
Pau Torres|25|83|90|LCB|2016 ~ 2024|241464|Izquierdo|CB|https://cdn.sofifa.net/players/241/464/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Defensa Central|80|191|21.929223431375238
Jordi Alba|33|85|85|LB|2012 ~ 2024|189332|Izquierdo|LB|https://cdn.sofifa.net/players/189/332/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Lateral Izquierdo|68|170|23.529411764705884
Sergio Busquets|33|86|86|CDM|2008 ~ 2023|189511|Derecho|CDM|https://cdn.sofifa.net/players/189/511/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Medio Centro Defensivo|76|189|21.27600011197895
Koke|30|83|83|RCM|2011 ~ 2024|193747|Derecho|CM|https://cdn.sofifa.net/players/193/747/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Medio Centro|77|176|24.857954545454547
Pedri|19|86|93|LCM|2020 ~ 2026|251854|Derecho|CM|https://cdn.sofifa.net/players/251/854/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Medio Centro|61|174|20.147971991015986
Pablo Sarabia|30|83|83|RW|2019 ~ 2024|198950|Izquierdo|RW|https://cdn.sofifa.net/players/198/950/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Extremo Derecho|70|174|23.120623596247853
Morata|29|83|83|ST|2020 ~ 2023|201153|Derecho|ST|https://cdn.sofifa.net/players/201/153/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Delantero Centro|84|190|23.26869806094183
Ferran Torres|22|85|90|LW|2022 ~ 2027|241461|Derecho|RW|https://cdn.sofifa.net/players/241/461/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|Extremo Derecho|77|184|22.743383742911153
Dani Olmo|24|84|88|SUB|2020 ~ 2024|244260|Derecho|CAM|https://cdn.sofifa.net/players/244/260/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|MEdio Centro Ofensivo|72|179|22.47120876377142
Gavi|17|82|89|SUB|2020 ~ 2026|264240|Derecho|CAM|https://cdn.sofifa.net/players/264/240/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final|MEdio Centro Ofensivo|68|173|22.720438370810918
