NOMBRE|EDAD|VALORACION GENERAL|POTENCIAL|EQUIPO Y CONTRATO|ID_JUGADOR|ALTURA|PESO|PIE FAVORITO|MEJOR POSICION|VALOR|SALARIO|SRC_JUGADOR|EQUIPO|URL_EQUIPO|ID_EQUIPO|SRC_LOGO|SRC_FLAG|PJE_GLOBAL|PJE_ATAQUE|PJE_MEDIOCAMPO|PJE_DEFENSA|GRUPO|PUESTO|PTS|PJ|PG|PE|PP|DG|INSTANCIA ALCANZADA
C. NørgaardCDM CM|28|78|79|"SUB (15)
2019 ~ 2025"|210697|"186cm / 6'1"""|77kg / 170lbs|Right|CDM|€0|€0|https://cdn.sofifa.net/players/210/697/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos
V. NelssonCB|23|75|82|"RES (3)
2021 ~ 2026"|235658|"185cm / 6'1"""|78kg / 172lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/235/658/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos
R. SkovRW LB|26|74|75|"RES (24)
2019 ~ 2024"|215449|"183cm / 6'0"""|81kg / 179lbs|Left|LM|€0|€0|https://cdn.sofifa.net/players/215/449/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos
F. RønnowGK|29|75|75|"RES (22)
2021 ~ 2024"|201269|"190cm / 6'3"""|80kg / 176lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/201/269/23_60.png|Dinamarca|https://sofifa.com/team/1331/denmark/|1331|https://cdn.sofifa.net/teams/1331/120.png|https://cdn.sofifa.net/flags/dk.png|80|77|83|80|GRUPO D|28|1|3|0|1|2|-5|Fase de grupos
B. Ben SaidGK|29|69|71|"GK (22)
2022 ~ 2027"|268823|193cm|73kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/268/823/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
M. DrägerRB RWB|26|71|74|"RB (20)
2021 ~ 2024"|242041|178cm|74kg|Right|RB|€0|€0|https://cdn.sofifa.net/players/242/041/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
Y. MeriahCB|28|71|72|"RCB (4)
2021 ~ 2023"|241746|183cm|85kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/241/746/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
D. BronnCB|27|73|76|"LCB (6)
2020 ~ 2024"|235565|186cm|77kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/235/565/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. MaâloulLB|32|72|72|"LB (12)
2016 ~ 2024"|218229|175cm|72kg|Left|LB|€0|€0|https://cdn.sofifa.net/players/218/229/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
E. SkhiriCDM CM|27|79|80|"CDM (17)
2019 ~ 2023"|225126|185cm|74kg|Right|CDM|€0|€0|https://cdn.sofifa.net/players/225/126/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. LaïdouniCM CDM|25|73|78|"RCM (14)
2020 ~ 2023"|233642|183cm|81kg|Right|CM|€0|€0|https://cdn.sofifa.net/players/233/642/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
F. SassiCM CDM|30|75|75|"LCM (13)
2018 ~ 2027"|218215|186cm|76kg|Right|CM|€0|€0|https://cdn.sofifa.net/players/218/215/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
N. SlitiRW LW|29|74|74|"RW (23)
2019 ~ 2023"|205257|173cm|78kg|Right|RW|€0|€0|https://cdn.sofifa.net/players/205/257/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
S. JaziriST|29|72|72|"ST (19)
2022 ~ 2027"|268821|180cm|72kg|Right|ST|€0|€0|https://cdn.sofifa.net/players/268/821/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
W. KhazriST LW|31|75|75|"LW (10)
2018 ~ 2023"|194845|176cm|82kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/194/845/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
Y. MsakniLW|31|71|71|"SUB (7)
2013 ~ 2027"|218193|175cm|73kg|Right|LW|€0|€0|https://cdn.sofifa.net/players/218/193/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
T. KhenissiST|30|70|70|"SUB (11)
2017 ~ 2027"|218209|180cm|74kg|Right|CF|€0|€0|https://cdn.sofifa.net/players/218/209/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
M. Ben RomdhaneCM|22|69|76|"SUB (15)
2022 ~ 2027"|268822|186cm|78kg|Right|CM|€0|€0|https://cdn.sofifa.net/players/268/822/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. AbdiLB RB|28|71|71|"SUB (24)
2021 ~ 2026"|252711|177cm|73kg|Left|LM|€0|€0|https://cdn.sofifa.net/players/252/711/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
W. KechridaRB RWB|26|70|71|"SUB (21)
2021 ~ 2023"|264008|184cm|75kg|Right|RB|€0|€0|https://cdn.sofifa.net/players/264/008/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
M. TalbiCB|24|69|74|"SUB (3)
2021 ~ 2025"|245410|190cm|81kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/245/410/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
M. HassenGK|27|68|71|"SUB (26)
2022 ~ 2026"|209483|186cm|80kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/209/483/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. DahmenGK|25|68|73|"SUB (16)
2022 ~ 2027"|268825|188cm|83kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/268/825/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
B. IfaCB|32|69|69|"SUB (2)
2022 ~ 2023"|197366|185cm|74kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/197/366/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. SlimaneCM|21|69|77|"SUB (25)
2019 ~ 2024"|255210|188cm|80kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/255/210/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
G. ChaaleliCM|28|68|68|"SUB (18)
2022 ~ 2025"|241757|179cm|73kg|Right|CAM|€0|€0|https://cdn.sofifa.net/players/241/757/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
I. JebaliST|30|67|67|"SUB (9)
2019 ~ 2024"|235236|182cm|84kg|Right|CF|€0|€0|https://cdn.sofifa.net/players/235/236/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
N. GhandriCB|27|67|70|"RES (5)
2021 ~ 2023"|220129|196cm|96kg|Right|CB|€0|€0|https://cdn.sofifa.net/players/220/129/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
H. MejbriCM|19|65|84|"RES (8)
2020 ~ 2026"|258171|177cm|70kg|Right|RM|€0|€0|https://cdn.sofifa.net/players/258/171/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
A. MathlouthiGK|37|67|67|"RES (1)
2022 ~ 2026"|195834|182cm|84kg|Right|GK|€0|€0|https://cdn.sofifa.net/players/195/834/23_60.png|Túnez|https://sofifa.com/team/1391/tunisia/|1391|https://cdn.sofifa.net/teams/1391/120.png|https://cdn.sofifa.net/flags/tn.png|72|72|75|71|GRUPO D|21|4|3|1|1|1|0|Fase de grupos
Unai SimónGK|25|85|88|"GK (23)
2015 ~ 2025"|230869|"190cm / 6'3"""|89kg / 196lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/230/869/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
CarvajalRB|30|84|84|"RB (20)
2013 ~ 2025"|204963|"173cm / 5'8"""|73kg / 161lbs|Right|RB|€0|€0|https://cdn.sofifa.net/players/204/963/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
A. LaporteCB|28|86|88|"RCB (24)
2018 ~ 2025"|212218|"191cm / 6'3"""|85kg / 187lbs|Left|CB|€0|€0|https://cdn.sofifa.net/players/212/218/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Pau TorresCB|25|83|90|"LCB (4)
2016 ~ 2024"|241464|"191cm / 6'3"""|80kg / 176lbs|Left|CB|€0|€0|https://cdn.sofifa.net/players/241/464/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Jordi AlbaLB|33|85|85|"LB (18)
2012 ~ 2024"|189332|"170cm / 5'7"""|68kg / 150lbs|Left|LB|€0|€0|https://cdn.sofifa.net/players/189/332/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Sergio BusquetsCDM|33|86|86|"CDM (5)
2008 ~ 2023"|189511|"189cm / 6'2"""|76kg / 168lbs|Right|CDM|€0|€0|https://cdn.sofifa.net/players/189/511/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
KokeCM CDM|30|83|83|"RCM (8)
2011 ~ 2024"|193747|"176cm / 5'9"""|77kg / 170lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/193/747/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
PedriCM|19|86|93|"LCM (26)
2020 ~ 2026"|251854|"174cm / 5'9"""|61kg / 134lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/251/854/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Pablo SarabiaRW LW ST|30|83|83|"RW (22)
2019 ~ 2024"|198950|"174cm / 5'9"""|70kg / 154lbs|Left|RW|€0|€0|https://cdn.sofifa.net/players/198/950/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
MorataST|29|83|83|"ST (7)
2020 ~ 2023"|201153|"190cm / 6'3"""|84kg / 185lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/201/153/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Ferran TorresRW LW ST|22|85|90|"LW (11)
2022 ~ 2027"|241461|"184cm / 6'0"""|77kg / 170lbs|Right|RW|€0|€0|https://cdn.sofifa.net/players/241/461/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Dani OlmoLW CAM|24|84|88|"SUB (21)
2020 ~ 2024"|244260|"179cm / 5'10"""|72kg / 159lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/244/260/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
GaviCM LW RW|17|82|89|"SUB (9)
2020 ~ 2026"|264240|"173cm / 5'8"""|68kg / 150lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/264/240/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
RodrigoCAM ST CM|31|78|78|"SUB (16)
2020 ~ 2024"|198329|"182cm / 6'0"""|77kg / 170lbs|Left|CF|€0|€0|https://cdn.sofifa.net/players/198/329/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
GayàLB LM|27|83|84|"SUB (14)
2012 ~ 2027"|211688|"172cm / 5'8"""|66kg / 146lbs|Left|LB|€0|€0|https://cdn.sofifa.net/players/211/688/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Marcos LlorenteRB CM RM|27|83|84|"SUB (6)
2019 ~ 2027"|226161|"184cm / 6'0"""|74kg / 163lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/226/161/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
AzpilicuetaRB CB|32|82|82|"SUB (2)
2012 ~ 2024"|184432|"178cm / 5'10"""|77kg / 170lbs|Right|RB|€0|€0|https://cdn.sofifa.net/players/184/432/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Robert SanchézGK|24|78|84|"SUB (1)
2015 ~ 2025"|228789|"197cm / 6'6"""|85kg / 187lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/228/789/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Carlos SolerCM RM CDM|25|82|87|"SUB (19)
2015 ~ 2023"|234153|"180cm / 5'11"""|76kg / 168lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/234/153/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Eric GarcíaCB|21|81|87|"SUB (3)
2021 ~ 2026"|245037|"182cm / 6'0"""|76kg / 168lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/245/037/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Marco AsensioRW|26|82|83|"SUB (10)
2015 ~ 2023"|220834|"182cm / 6'0"""|76kg / 168lbs|Left|CAM|€0|€0|https://cdn.sofifa.net/players/220/834/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Ansu FatiLW|19|79|90|"SUB (25)
2018 ~ 2027"|253004|"178cm / 5'10"""|66kg / 146lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/253/004/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Yeremy PinoRW ST|19|79|87|"SUB (17)
2020 ~ 2027"|259377|"172cm / 5'8"""|60kg / 132lbs|Right|CAM|€0|€0|https://cdn.sofifa.net/players/259/377/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Nico WilliamsRW LW|19|73|85|"RES (12)
2020 ~ 2024"|256516|"181cm / 5'11"""|67kg / 148lbs|Right|RM|€0|€0|https://cdn.sofifa.net/players/256/516/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
Hugo GuillamónCDM CB CM|22|74|82|"RES (15)
2018 ~ 2026"|246352|"178cm / 5'10"""|62kg / 137lbs|Right|CDM|€0|€0|https://cdn.sofifa.net/players/246/352/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
David RayaGK|26|75|78|"RES (13)
2019 ~ 2024"|220901|"183cm / 6'0"""|75kg / 165lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/220/901/23_60.png|España|https://sofifa.com/team/1362/spain/|1362|https://cdn.sofifa.net/teams/1362/120.png|https://cdn.sofifa.net/flags/es.png|83|83|85|83|GRUPO E|13|5|4|1|2|1|6|Octavos de final
K. NavasGK|35|87|87|"GK (1)
2019 ~ 2024"|193041|"185cm / 6'1"""|80kg / 176lbs|Right|GK|€0|€0|https://cdn.sofifa.net/players/193/041/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
K. FullerRB RWB RM|27|75|75|"RB (4)
2019 ~ 2027"|268702|"183cm / 6'0"""|78kg / 172lbs|Right|RB|€0|€0|https://cdn.sofifa.net/players/268/702/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
Ó. DuarteCB|33|77|77|"RCB (6)
2019 ~ 2023"|212772|"186cm / 6'1"""|81kg / 179lbs|Right|CB|€0|€0|https://cdn.sofifa.net/players/212/772/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
F. CalvoCB|29|76|76|"LCB (15)
2022 ~ 2022"|213064|"180cm / 5'11"""|79kg / 174lbs|Left|CB|€0|€0|https://cdn.sofifa.net/players/213/064/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
B. OviedoLB LWB|32|70|70|"LB (8)
2019 ~ 2023"|198335|"172cm / 5'8"""|70kg / 154lbs|Left|LB|€0|€0|https://cdn.sofifa.net/players/198/335/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
G. TorresRM LM CM|24|70|73|"RM (13)
2017 ~ 2025"|239844|"176cm / 5'9"""|71kg / 157lbs|Left|LM|€0|€0|https://cdn.sofifa.net/players/239/844/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
C. BorgesCDM CM|34|76|76|"RCM (5)
2022 ~ 2025"|190799|"187cm / 6'2"""|78kg / 172lbs|Right|CDM|€0|€0|https://cdn.sofifa.net/players/190/799/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
Y. TejedaCM CDM|30|74|74|"LCM (17)
2011 ~ 2027"|216810|"179cm / 5'10"""|66kg / 146lbs|Right|CM|€0|€0|https://cdn.sofifa.net/players/216/810/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
J. BennetteLM|18|70|82|"LM (9)
2021 ~ 2027"|268709|"173cm / 5'8"""|70kg / 154lbs|Left|LM|€0|€0|https://cdn.sofifa.net/players/268/709/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
J. CampbellST RM|30|77|77|"RS (12)
2020 ~ 2023"|204713|"178cm / 5'10"""|78kg / 172lbs|Left|ST|€0|€0|https://cdn.sofifa.net/players/204/713/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
A. ContrerasST RM|22|69|80|"LS (7)
2021 ~ 2027"|268713|"180cm / 5'11"""|72kg / 159lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/268/713/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
A. HernándezST RW LW|20|61|75|"SUB (25)
2022 ~ 2023"|272485|"180cm / 5'11"""|70kg / 154lbs|Right|ST|€0|€0|https://cdn.sofifa.net/players/272/485/23_60.png|Costa Rica|https://sofifa.com/team/1383/costa-rica/|1383|https://cdn.sofifa.net/teams/1383/120.png|https://cdn.sofifa.net/flags/cr.png|74|73|73|74|GRUPO E|27|3|3|1|0|2|-8|Fase de grupos
